ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMEPO23N000009321","장소","문화시설","20637542","인권광장",,,"100103","기타전시/박물관","1114014200100040001","서울특별시","중구","예장동",,"4-1","1114014200","1114057000","111404103334","퇴계로26길","36","126.9887172","37.55978859","다사548512","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009322","장소","문화시설","20637544","청주오스코(2024년12월예정)",,,"100101","대형전시/박물관","4311325025102750008","충청북도","청주시 흥덕구","오송읍","만수리","275-8","4311325025","4311325000",,,,"127.3339798","36.62696376","다바851476","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009323","장소","문화시설","20638505","경주취연벼루박물관",,,"100103","기타전시/박물관","4713010100100370000","경상북도","경주시","동부동",,"37","4713010100","4713051500","471304716293","화랑로107번길","10-9","129.2130945","35.84569143","마마547623","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009324","장소","문화시설","20644203","공감선유",,,"100106","소형갤러리","4513025024105230000","전라북도","군산시","옥구읍","수산리","523","4513025024","4513025000","451304604642","수왕새터길","55","126.6937789","35.90882344","다마272683","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009325","장소","문화시설","20648225","석당미술관",,,"100100","N","2614011000100010000","부산광역시","서구","부용동2가",,"1","2614010800","2614059000","261403126015","구덕로","225","129.0187391","35.10564424","마라384799","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009326","장소","문화시설","20650443","제8대유엔사무총장반기문평화기념관",,,"100100","N","4377032024106050001","충청북도","음성군","원남면","상당리","605-1","4377032024","4377032000","437704541713","행치길","15-5","127.6644074","36.89195767","라바146770","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009327","장소","문화시설","20651953","한국기독교선교박물관",,,"100100","N","2626010500105000001","부산광역시","동래구","복천동",,"500-1","2626010500","2626052000","262604190218","복천로5번길","34","129.0874383","35.20689913","마라444913","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009328","장소","문화시설","20659609","의정부아트캠프",,,"100203","공연/연극/문화센터","4115010100101420016","경기도","의정부시","의정부동",,"142-16","4115010100","4115051000","411504855247","평화로493번길","48","127.0474623","37.7377341","다사601709","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009329","장소","문화시설","20659664","롯데시네마","상주점",,"100209","롯데시네마","4725010800101400002","경상북도","상주시","서문동",,"140-2","4725010800","4725055000","472503303047","중앙로","147","128.1543621","36.41602438","라바586244","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009330","장소","문화시설","20660967","파독광부기념관",,,"100103","기타전시/박물관","5119010400103660025","강원특별자치도","태백시","철암동",,"366-25","5119010400","5119061500","511903222004","동태백로","410-2","129.037352","37.11488953","마사365029","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009331","장소","문화시설","20661432","케이팝전용관",,,"100203","공연/연극/문화센터","1114015900100180005","서울특별시","중구","초동",,"18-5","1114015900","1114060500","111403101002","마른내로","47","126.9932602","37.56474459","다사552518","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009332","장소","문화시설","20661559","롯데시네마","프리미엄경남대점",,"100209","롯데시네마","4812513300100040001","경상남도","창원시 마산합포구","월남동5가",,"4-1","4812513300","4812554000","481252329003","해안대로","7","128.5597672","35.18081709","라라964877","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009333","장소","문화시설","20661695","보혜미안갤러리",,,"100106","소형갤러리","1117013000102580079","서울특별시","용산구","이태원동",,"258-79","1117013000","1117066000","111703101018","소월로","314","126.9961958","37.54138624","다사554492","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009334","장소","문화시설","20661718","갤러리아트플러스",,,"100106","소형갤러리","1111012800100740000","서울특별시","종로구","관훈동",,"74","1111012800","1111061500","111104100259","인사동길","52","126.9842741","37.57466312","다사544529","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009335","장소","문화시설","20661719","돈화문갤러리",,,"100106","소형갤러리","1111013000101640002","서울특별시","종로구","와룡동",,"164-2","1111013000","1111061500","111103100003","돈화문로","71","126.9906381","37.5748995","다사550529","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009336","장소","문화시설","20661720","아줄레주갤러리",,,"100106","소형갤러리","1111014000101330010","서울특별시","종로구","삼청동",,"133-10","1111014000","1111054000","111104100156","삼청로9길","19","126.9808845","37.58719201","다사541543","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009337","장소","문화시설","20661721","유엔씨갤러리",,,"100106","소형갤러리","1168010400100960004","서울특별시","강남구","청담동",,"96-4","1168010400","1168056500","116804166299","도산대로75길","21","127.045436","37.52558936","다사598474","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009338","장소","문화시설","20661722","상업화랑",,,"100106","소형갤러리","1114015500102400003","서울특별시","중구","을지로3가",,"240-3","1114015500","1114060500","111403101006","을지로","143","126.9939435","37.566659","다사553520","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009339","장소","문화시설","20661723","갤러리데이지",,,"100106","소형갤러리","5011031030121200012","제주특별자치도","제주시","한경면","저지리","2120-12","5011031030","5011031000","501104848635","저지12길","97-12","126.2674028","33.33787739","나나852836","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009340","장소","문화시설","20661763","무중력지대","성북",,"100203","공연/연극/문화센터","1129012000101470010","서울특별시","성북구","동선동5가",,"147-10","1129012000","1129057500","112903107009","아리랑로","50","127.0150611","37.59735013","다사571554","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009341","장소","문화시설","20664138","땅끝해양자연사박물관",,,"100101","대형전시/박물관","4682034030111230003","전라남도","해남군","송지면","송호리","1123-3","4682034030","4682034000","468204682149","땅끝마을길","89","126.5296764","34.30130028","다다107901","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009342","장소","문화시설","20664574","아리샘터",,,"100103","기타전시/박물관","5177025024105600000","강원특별자치도","정선군","정선읍","애산리","560","5177025024","5177025000","517703229022","애산로","37","128.6704347","37.37440758","마사036312","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009343","장소","문화시설","20664575","수피아미술관",,,"100105","미술관","4785033043101930000","경상북도","칠곡군","가산면","학하리","193","4785033043","4785033000",,,,"128.4844466","36.09334512","라마886889","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009344","장소","문화시설","20664665","포토그래퍼스갤러리코리아",,,"100106","소형갤러리","1138011000102090018","서울특별시","은평구","증산동",,"209-18","1138011000","1138064000","113804133267","증산서길","65","126.9055552","37.58265174","다사475538","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009345","장소","문화시설","20665821","덕호문화센터",,,"100203","공연/연극/문화센터","2726010500103220001","대구광역시","수성구","수성동3가",,"322-1","2726010500","2726058000","272603141013","명덕로","443-3","128.6185136","35.85476622","마마009626","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009346","장소","문화시설","20668112","양주골김치체험박물관",,,"100103","기타전시/박물관","4163025025104860004","경기도","양주시","백석읍","홍죽리","486-4","4163025025","4163025000","416304436291","월암로170번길","128-16","126.958083","37.80640861","다사522786","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009347","장소","문화시설","20668856","로봇체험관",,,"100103","기타전시/박물관","2826012200101000080","인천광역시","서구","청라동",,"100-80","2826012200","2826053900","282603156030","로봇랜드로","155-11","126.6109263","37.5197196","다사214470","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009348","장소","문화시설","20669420","영상체험관",,,"100203","공연/연극/문화센터","3171038034105170000","울산광역시","울주군","상북면","등억알프스리","517","3171038034","3171038000","317104853469","알프스온천5길","103-8","129.0671543","35.55704208","마마420301","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009349","장소","문화시설","20669471","아트스페이스",,,"100103","기타전시/박물관","4157010300110780002","경기도","김포시","운양동",,"1078-2","4157010300","4157058000","415702209001","김포대로","1466-48","126.6691433","37.65759666","다사267623","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009350","장소","문화시설","20669478","묵호시간여행호체험관",,,"100103","기타전시/박물관","5117012300200090000","강원특별자치도","동해시","묵호진동",,"산9","5117012300","5117059000","511704463041","논골2길","5-1","129.116769","37.55347489","마사428516","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009351","장소","문화시설","20669497","고려대장경판각지성역화사업공간(2024년예정)",,,"100103","기타전시/박물관","4884037025101520000","경상남도","남해군","고현면","포상리","152","4884037025","4884037000","488403343047","삼봉로","154","127.8734545","34.88939937","라라341550","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009352","장소","문화시설","20669618","경주엑스포공원또봇정크아트뮤지엄",,,"100103","기타전시/박물관","4713013500101300000","경상북도","경주시","천군동",,"130","4713013500","4713066000","471303305005","경감로","614","129.2905373","35.83155369","마마617609","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009353","장소","문화시설","20669724","코스모스아트홀",,,"100203","공연/연극/문화센터","1165010800114610009","서울특별시","서초구","서초동",,"1461-9","1165010800","1165053000","116502121003","반포대로","27","127.0116237","37.48292257","다사568427","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009354","장소","문화시설","20669816","달성화석박물관",,,"100101","대형전시/박물관","2771025927109710000","대구광역시","달성군","유가읍","상리","971","2771025927","2771025900","277104244663","테크노순환로7길","38","128.4644026","35.68438168","라마872435","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009355","장소","문화시설","20670530","최치원아트홀",,,"100203","공연/연극/문화센터","1165010800114270005","서울특별시","서초구","서초동",,"1427-5","1165010800","1165051000","116504163718","서초중앙로2길","38","127.0194807","37.48381811","다사575428","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009356","장소","문화시설","20687803","소극장마당",,,"100200","N","4117110100107070009","경기도","안양시 만안구","안양동",,"707-9","4117110100","4117154000","411714346295","장내로100번길","5","126.9196486","37.39554651","다사486330","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009357","장소","문화시설","20687804","소극장여우",,,"100200","N","5111012400103100005","강원특별자치도","춘천시","석사동",,"310-5","5111012400","5111065000","511103218003","공지로","121-1","127.7470544","37.857104","라사217841","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009358","장소","문화시설","20687928","재난안전체험관",,,"100103","기타전시/박물관","2771031021105340001","대구광역시","달성군","가창면","용계리","534-1","2771031021","2771031000","277103148002","가창로","1003","128.625986","35.79485086","마마017559","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009359","장소","문화시설","20688007","섬진강댐물문화관",,,"100103","기타전시/박물관","4575032031104430006","전라북도","임실군","운암면","운종리","443-6","4575032031","4575032000","457503016051","강운로","1239","127.109989","35.60645273","다마646345","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009360","장소","문화시설","20688179","포항구룡포예술공장",,,"100203","공연/연극/문화센터","4711125028101570174","경상북도","포항시 남구","구룡포읍","병포리","157-174","4711125028","4711125000","471114709187","병포길22번길","6","129.5500026","35.98536402","마마848784","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009361","장소","문화시설","20688219","일제강점기군산역사관",,,"100103","기타전시/박물관","4513010700101650008","전라북도","군산시","금광동",,"165-8","4513010700","4513056000","451304604231","동국사길","21","126.707904","35.98228389","다마285764","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009362","장소","문화시설","20688425","고한시네마",,,"100202","일반극장/영화관","5177025321100630054","강원특별자치도","정선군","고한읍","고한리","63-54","5177025321","5177025300","517704487017","고한10길","28-12","128.8570137","37.19941644","마사204120","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009363","장소","문화시설","20694300","메가박스","부천스타필드시티점",,"100212","메가박스","4119011500107680000","경기도","부천시","옥길동",,"768","4119011500","4119079500","411903185011","옥길로","1","126.8140347","37.4614684","다사393404","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009364","장소","문화시설","20694699","헬로우뮤지움",,,"100106","소형갤러리","1120011500102840022","서울특별시","성동구","성수동2가",,"284-22","1120011500","1120069000","112004109361","성수일로12길","20","127.0532505","37.54817439","다사605499","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009365","장소","문화시설","20694700","히든엠갤러리",,,"100106","소형갤러리","1168010100107250007","서울특별시","강남구","역삼동",,"725-7","1168010100","1168065000","116804166202","논현로86길","16","127.0389355","37.49978102","다사592446","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009366","장소","문화시설","20694701","디아트플랜요갤러리",,,"100106","소형갤러리","1114012700100010001","서울특별시","중구","명동2가",,"1-1","1114012700","1114055000","111404103165","명동길","74","126.9868276","37.56380274","다사546517","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009367","장소","문화시설","20694702","서리풀청년아트갤러리",,,"100106","소형갤러리","1165010800114510095","서울특별시","서초구","서초동",,"1451-95","1165010800","1165053000","116504163071","남부순환로323길","1","127.0135041","37.48113797","다사569425","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009368","장소","문화시설","20694703","충청북도중원교육문화원",,,"100203","공연/연극/문화센터","4313010700105260001","충청북도","충주시","호암동",,"526-1","4313010700","4313058000","431302238007","호암대로","50","127.9303269","36.95695867","라바383843","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009369","장소","문화시설","20695938","웅갤러리",,,"100106","소형갤러리","1111018500101270011","서울특별시","종로구","홍지동",,"127-11","1111018500","1111055000","111103100012","자하문로","299","126.9596255","37.59909914","다사522556","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009370","장소","문화시설","20695946","닥종이전시관",,,"100103","기타전시/박물관","2614010600200180015","부산광역시","서구","서대신동3가",,"산18-15","2614010600","2614057000","261404006008","꽃마을로163번길","73","129.0044541","35.12614294","마라370822","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009371","장소","문화시설","20695955","일로와유달보루",,,"100203","공연/연극/문화센터","1138011400101890007","서울특별시","은평구","진관동",,"189-7","1138011400","1138069000","113804133348","연서로50길","19-6","126.9401096","37.64039397","다사506602","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009372","장소","문화시설","20695959","청년갤러리","2호점",,"100106","소형갤러리","4511114700105780005","전라북도","전주시 완산구","서노송동",,"578-5","4511114700","4511160500","451112266001","기린대로","194","127.1484985","35.82495029","다마682587","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009373","장소","문화시설","20696543","내집앞작은갤러리",,,"100106","소형갤러리","4157010400120550002","경기도","김포시","장기동",,"2055-2","4157010400","4157056000","415703209022","김포한강2로","112","126.6713285","37.63974057","다사268603","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009374","장소","문화시설","20696780","장흥통합의학컨벤션센터",,,"100107","컨벤션센터","4680032022200840001","전라남도","장흥군","안양면","비동리","산84-1","4680032022","4680032000","468003351301","로하스로","157","126.9610218","34.67828171","다라506316","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009375","장소","문화시설","20697517","갤러리진심1949",,,"100106","소형갤러리","4817011900102840000","경상남도","진주시","상대동",,"284","4817011900","4817067300","481703332077","동진로","155","128.1077769","35.18029281","라라553873","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009376","장소","문화시설","20697668","정서진아트큐브",,,"100105","미술관","2826011900115630000","인천광역시","서구","오류동",,"1563","2826011900","2826072000","282603156173","정서진1로","41","126.6074946","37.55845244","다사211513","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009377","장소","문화시설","20698321","구례정해미술관",,,"100105","미술관","4673025021102980008","전라남도","구례군","구례읍","봉동리","298-8","4673025021","4673025000","467303288009","봉성로","73-12","127.4643054","35.20934632","다라967904","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009378","장소","문화시설","20698347","서울도시재생이야기관",,,"100103","기타전시/박물관","1111012100101700000","서울특별시","종로구","신문로2가",,"170","1111012100","1111053000","111104100192","새문안로","35-54","126.9687452","37.56918059","다사530523","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009379","장소","문화시설","20710250","민주인권기념관",,,"100102","대형기념관/묘역","1117010400100980008","서울특별시","용산구","갈월동",,"98-8","1117010400","1117053000","111704106447","한강대로71길","37","126.9717219","37.54108054","다사533492","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009380","장소","문화시설","20712990","오프닝아트센터",,,"100203","공연/연극/문화센터","4817010400100440005","경상남도","진주시","칠암동",,"44-5","4817010400","4817051500","481704796495","동진로49번길","7","128.0962653","35.17966438","라라542873","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009381","장소","문화시설","20715264","VR종합전시체험장",,,"100103","기타전시/박물관","4374525038200610001","충청북도","증평군","증평읍","율리","산61-1","4374525038","4374525000","437454532095","솟점말길","187","127.6532262","36.70375582","라바136562","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009382","장소","문화시설","20715459","해월최시형묘소",,,"100102","대형기념관/묘역","4167033025200960019","경기도","여주시","금사면","주록리","산96-19","4167033025","4167033000",,,,"127.4457684","37.35936618","다사951289","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009383","장소","문화시설","20728002","진주익룡발자국전시관",,,"100103","기타전시/박물관","4817013700101360000","경상남도","진주시","충무공동",,"136","4817013700","4817075000","481703350082","영천강로68번길","22","128.139138","35.1689569","라라582861","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009384","장소","문화시설","20728006","부산교육대학교한새뮤지엄",,,"100103","기타전시/박물관","2647010100100870002","부산광역시","연제구","거제동",,"87-2","2647010100","2647061000","264703137004","교대로","24","129.0767043","35.19511802","마라435900","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009385","장소","문화시설","20728030","을지로예술공장",,,"100106","소형갤러리","1114015700102070001","서울특별시","중구","산림동",,"207-1","1114015700","1114060500","111403100021","청계천로","160","126.9953838","37.5678088","다사554521","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009386","장소","문화시설","20728031","햇반뮤지엄",,,"100103","기타전시/박물관","4375025037104030004","충청북도","진천군","진천읍","송두리","403-4","4375025037","4375025000","437504535220","송두2길","24-2","127.4543759","36.8776272","다바959754","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009387","장소","문화시설","20728032","구름에온",,,"100103","기타전시/박물관","4717013000107240000","경상북도","안동시","성곡동",,"724","4717013000","4717055500","471704721427","민속촌길","190","128.7685869","36.57316838","마바135424","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009388","장소","문화시설","20728819","소월경암문학예술기념관",,,"100103","기타전시/박물관","4374531021104500000","충청북도","증평군","도안면","화성리","450","4374531021","4374531000","437453244002","노암로","24","127.6100431","36.8161503","라바098686","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009389","장소","문화시설","20728821","지붕없는미술관",,,"100105","미술관","4831010200104260033","경상남도","거제시","장승포동",,"426-33","4831010200","4831051000","483103337039","장승로","145","128.7233941","34.86715879","마라118531","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009390","장소","문화시설","20740016","의열기념관",,,"100102","대형기념관/묘역","4827010200109010000","경상남도","밀양시","내이동",,"901","4827010200","4827052000","482704808184","노상하1길","25-12","128.750946","35.49360417","마마134226","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009391","장소","문화시설","20740407","피카디리국제미술관",,,"100105","미술관","1111015300101370000","서울특별시","종로구","돈의동",,"137","1111015300","1111061500","111104100056","돈화문로5가길","1","126.9914116","37.57102804","다사550525","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009392","장소","문화시설","20741032","수지신협문화센터",,,"100203","공연/연극/문화센터","4146510300102820000","경기도","용인시 수지구","동천동",,"282","4146510300","4146556000","414653205013","수풍로","107","127.0931552","37.33329156","다사639261","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009393","장소","문화시설","20741185","롯데시네마","대구현풍점",,"100209","롯데시네마","2771026522104900000","대구광역시","달성군","현풍읍","중리","490","2771026522","2771026500","277103341006","테크노상업로","62","128.4563065","35.69318106","라마865445","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009394","장소","문화시설","20742005","양한묵생가기념관",,,"100103","기타전시/박물관","4682037022104460000","전라남도","해남군","옥천면","영신리","446","4682037022","4682037000","468204682400","영신길","4-25","126.6449356","34.59092239","다라215221","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009395","장소","문화시설","20743602","동행관",,,"100106","소형갤러리","2671033030104980004","부산광역시","기장군","철마면","안평리","498-4","2671033030","2671033000","267104220236","임밖길","12","129.1759794","35.23894684","마라524950","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009396","장소","문화시설","20743603","우주미술관",,,"100105","미술관","4824031021106020008","경상남도","사천시","정동면","고읍리","602-8","4824031021","4824031000","482404802305","사천강1길","3","128.0831767","35.07367473","라라531755","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009397","장소","문화시설","20746061","김수현드라마아트홀",,,"100203","공연/연극/문화센터","4311111200101590010","충청북도","청주시 상당구","수동",,"159-10","4311111200","4311152500","431114508547","우암산로41번길","21","127.4939297","36.64115491","다바994492","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009398","장소","문화시설","20746314","서초드살롱",,,"100203","공연/연극/문화센터","1165010200102210000","서울특별시","서초구","양재동",,"221","1165010200","1165065200","116504163469","양재대로11길","19","127.0344019","37.46113087","다사588403","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009399","장소","문화시설","20750867","서소문성지역사박물관",,,"100101","대형전시/박물관","1114017200100160004","서울특별시","중구","의주로2가",,"16-4","1114017200","1114068000","111403101010","칠패로","5","126.9697513","37.5607002","다사531513","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009400","장소","문화시설","20760173","화성시공예문화관",,,"100103","기타전시/박물관","4159025630108750000","경기도","화성시","우정읍","매향리","875","4159025630","4159025600","415904430048","고온리안길","24-9","126.7541702","37.0430682","다바336940","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009401","장소","문화시설","20760242","은평생활문화센터",,,"100203","공연/연극/문화센터","1138010400104540002","서울특별시","은평구","갈현동",,"454-2","1138010400","1138055200","113804133160","연서로29길","11-10","126.9186217","37.61866476","다사486578","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009402","장소","문화시설","20770697","천사상미술관",,,"100105","미술관","4691037021102420033","전라남도","신안군","하의면","웅곡리","242-33","4691037021","4691037000",,,,"126.0377287","34.60860046","나라659247","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009403","장소","문화시설","20770698","곤충생태전시관",,,"100103","기타전시/박물관","4725025025102440000","경상북도","상주시","함창읍","교촌리","244","4725025025","4725025000","472503018045","무운로","1621-27","128.1611453","36.57841614","라바591424","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009404","장소","문화시설","20770728","김암기미술관",,,"100105","미술관","4611013200100010001","전라남도","목포시","유달동",,"1-1","4611013200","4611066000","461103281069","유달로","116","126.3809447","34.78812284","나라976443","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009405","장소","문화시설","20770754","갤러리바라",,,"100106","소형갤러리","5011025632114070000","제주특별자치도","제주시","구좌읍","종달리","1407","5011025632","5011025600","501103349242","해맞이해안로","2040","126.90133","33.50984733","다다443021","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009406","장소","문화시설","20770999","바이나흐튼크리스마스박물관",,,"100103","기타전시/박물관","5013031027104560000","제주특별자치도","서귀포시","안덕면","서광리","456","5013031027","5013031000","501303349240","평화로","654","126.3277863","33.2913323","나나908783","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009407","장소","문화시설","20771032","아르블루갤러리",,,"100106","소형갤러리","4613011900102240007","전라남도","여수시","여서동",,"224-7","4613011900","4613070000","461303282051","여서1로","108","127.7089379","34.75388052","라라191399","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009408","장소","문화시설","20771057","달빛갤러리",,,"100106","소형갤러리","4613010500103070025","전라남도","여수시","고소동",,"307-25","4613010500","4613057000","461304646040","고소5길","32","127.7399673","34.73971878","라라219383","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009409","장소","문화시설","20771087","코이카월드프렌즈빌리지",,,"100103","기타전시/박물관","5175036023100750000","강원특별자치도","영월군","주천면","도천리","75","5175036023","5175036000","517504481042","다래골길","53","128.2464841","37.27913289","라사661202","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009410","장소","문화시설","20773584","VR체험관",,,"100100","N","4514036028106180004","전라북도","익산시","용안면","난포리","618-4","4514036028","4514036000","451403016010","강변로","1105","126.93079","36.12907464","다마487926","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009411","장소","문화시설","20773963","홍성민속테마박물관",,,"100103","기타전시/박물관","4480036021100120001","충청남도","홍성군","결성면","읍내리","12-1","4480036021","4480036000","448003262005","구성남로","91","126.5490475","36.53305508","다바148376","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000009412","장소","문화시설","20773988","하멜기념관",,,"100103","기타전시/박물관","4681038024101090000","전라남도","강진군","병영면","성동리","109","4681038024","4681038000","468103293020","병영성로","180","126.8184819","34.71951989","다라375363","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
